ID,Solutionlist,Savedsolutions,Savedobjectives,parametername,parameterbounds,objectivebounds,objectivename,parameter_timestamp,objective_timestamp,prolific_ID,saved_timestamp,objectiveminmax,ismanual,taskdescription,chosen_solution,start_timestamp,tutorial,randomizerstatus,pass,tutorial_timestamp
815,"""2,131,6,997,4,408,4,713,3,281,5,601,7,432,7,394,6,139,4,119,7,171,7,133,4,230,4,193,7,30,2,445,2,448,2,398,3,130,4,94""","""2,131,6,997,4,408,4,713,3,281,5,601,7,432,7,171,4,230,2,445,2,448""","""9,11,250,200,5,130,55,700,10,150,250,250,8,75,135,575,20,180,80,200,25,190,275,220,15,40,125,280,22,50,50,200,20,160,118,220,23,200,75,325,19,127,280,243""","""Exercise/Days,Lifestyle habits/Grams""","""1,7,1,1000""","""5,25,5,200,50,300,200,1500""","""Lose weight/kg,Keep fit/push ups,Salads/grams,Junk food/grams""","""""","""2024-10-02 17:47:42""",664b332b54c36eaab8bcb457,"""2024-10-02 18:13:38""","""maximize,maximize,minimize,minimize""",0,"""""","""5""","""2024-10-02 17:09:20""","""1""",1,3,"""2024-10-02 17:24:05"""
816,"""5,90,2,60,6,70,7,80,15,100,2,10,4,40,8,70,6,50,8,75,9,80""","""5,90,2,60,6,70,7,80,15,100,2,10,4,40,8,70,6,50,8,75,9,80""","""18,10,5,1,8,4,15,6,20,10,5,1,12,4,16,7,11,5,14,8,16,7""","""loses weight/kg,healthy""","""2,15,10,100""","""5,20,1,10""","""food cost/euro,increase mass/kg""","""""","""2024-10-02 17:24:28""",60754e865cf819ee7dc88fe9,"""2024-10-02 17:30:06""","""minimize,maximize""",1,"""""","""9""","""2024-10-02 17:19:51""","""2""",2,3,"""2024-10-02 17:20:00"""
817,"""1705,94,236,54,1310,110,139,74,1532,73,263,35,1927,133,160,94,1880,62,108,89,1485,146,217,29,1257,83,191,68,1652,123,282,50,1624,63,185,24,1216,128,288,83,1258,59,277,74,1897,64,217,27,1256,55,263,80,1218,50,259,84,1200,50,135,100,1200,93,179,100,1963,67,104,84,1200,93,178,100,1200,50,227,42,1200,50,300,24,1200,50,100,46,1200,97,100,45,1200,50,300,54,1210,53,290,55""","""1705,94,236,54,1310,110,139,74,1532,73,263,35,1927,133,160,94,1880,62,108,89,1485,146,217,29,1257,83,191,68,1652,123,282,50,1624,63,185,24,1216,128,288,83,1897,64,217,27,1256,55,263,80,1218,50,259,84,1200,50,135,100,1963,67,104,84,1200,93,178,100,1200,50,227,42,1200,50,300,24,1200,50,100,46,1200,97,100,45,1200,50,300,54""","""1705,7,94,8,1310,8,110,7,1532,7,73,6,1927,8,133,7,1880,6,62,7,1485,8,146,8,1257,7,83,6,1652,8,123,7,1624,6,63,5,1216,7,128,6,1897,7,64,8,1256,6,55,7,1218,5,50,6,1200,5,50,6,1963,7,67,8,1200,6,93,5,1200,7,50,6,1200,6,50,5,1200,6,50,5,1200,6,50,5,1200,6,50,5""","""Caloric Intake/kcal/day,Protein Intake\t/grams/day,Carbohydrate Intake\t/grams/day\t,Fat Intake/grams/day""","""1200,2000,50,150,100,300,20,100""","""1200,2000,5,10,50,150,1,10""","""Caloric Intake\t/kcal/day\t,Nutritional Value Score/Score (1-10),Protein Intake\t/grams/day,Satisfaction Level/\tScore (1-10)""","""""","""2024-10-02 17:36:02""",66571b37f48632772ecf614e,"""2024-10-02 18:14:21""","""minimize,maximize,minimize,maximize""",0,"""""","""0""","""2024-10-02 17:10:48""","""1""",1,3,"""2024-10-02 17:19:48"""
818,"""2500,34,2700,40,3000,50,2600,36,2800,34,2000,30,2200,34,2400,38,2700,40,2700,40""","""2500,34,2700,40,3000,50,2600,36,2800,34,2000,30,2200,34,2400,38,2700,40,2700,40""","""7,35,8,40,9,46,7,36,6,36,5,25,5,36,6,39,8,34,9,41""","""daily calories intake,duration in days""","""2000,3000,30,50""","""5,9,25,50""","""weight loss /kilograms,daily push ups""","""""","""2024-10-02 17:34:51""",5d430fdf871f1700017b2a81,"""2024-10-02 17:44:45""","""minimize,minimize""",1,"""""","""""","""2024-10-02 17:09:34""","""1""",2,3,"""2024-10-02 17:23:12"""
819,"""""","""""","""""","""""","""""","""""","""""","""""","""""",666857d8ae047fd7aba10269,"""""","""""",0,"""""","""""","""2024-10-02 17:10:28""","""1""",1,3,"""2024-10-02 17:18:29"""
820,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6132735afe304895d5ac6fd3,"""""","""""",1,"""""","""""","""2024-10-02 17:09:39""","""1""",2,0,"""2024-10-02 17:31:43"""
821,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6669b84cb77c630d0eb785d7,"""""","""""",1,"""""","""""","""2024-10-02 17:11:47""","""1""",1,0,"""2024-10-02 17:35:00"""
822,"""2098,238,20,26,1447,180,30,41,577,361,26,33,2419,122,44,50,2966,342,38,45,1116,54,12,35,1360,312,47,39,2017,193,24,31,1759,393,48,37,1160,113,21,46,702,198,29,47,1257,155,32,47,500,241,20,48,515,236,27,44,830,290,24,46,500,147,23,46,500,174,38,44,500,189,29,45,500,314,49,45,508,301,47,46""","""2098,238,20,26,1447,180,30,41,577,361,26,33,2419,122,44,50,2966,342,38,45,1116,54,12,35,1360,312,47,39,2017,193,24,31,1759,393,48,37,1160,113,21,46,702,198,29,47,1257,155,32,47,500,241,20,48,515,236,27,44,830,290,24,46,500,147,23,46,500,174,38,44,500,189,29,45,500,314,49,45""","""60,80,1000,70,30,50,1000,90,1000,100,30,60,1000,70,300,80,1000,75,1000,60,1000,50,1000,68,1000,50,1000,50,1000,60,1000,50,1000,50,1000,50,1000,50""","""Calories/kcal,Carbohydrates/g,Fat/g,Protein/g""","""500,3000,50,400,10,50,25,50""","""0,1000,50,100""","""Stay healthy/days,Reduce body weight/kg""","""""","""2024-10-02 17:51:51""",654cb5da6bb60c3674457a8c,"""2024-10-02 18:06:40""","""maximize,minimize""",0,"""""","""12""","""2024-10-02 17:23:36""","""2""",2,3,"""2024-10-02 17:20:24"""
823,"""163,4,135,5,111,3,188,6,186,3,115,6,134,4,129,4,158,4,187,3,152,3,195,4,197,4,197,4,197,3,106,4,110,4,105,4""","""163,4,135,5,111,3,188,6,186,3,115,6,134,4,129,4,195,4,197,4,110,4""","""1,20,1,30,1,20,2,50,2,40,1,40,1,30,1,40,1,30,1,30,1,20""","""Calori,water intake/meals/day""","""100,200,3,6""","""1,2,20,50""","""Minimize weight/pounds/week,preparation time/minutes""","""""","""2024-10-02 17:58:08""",66dcb0cdca72ab09681a7d37,"""2024-10-02 18:05:39""","""minimize,minimize""",0,"""""","""2""","""2024-10-02 17:15:28""","""1""",1,3,"""2024-10-02 17:41:38"""
824,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66b4a66eee6cb69bea6b8520,"""""","""""",1,"""""","""""","""2024-10-02 17:13:49""","""1""",2,0,"""2024-10-02 17:48:19"""
825,"""83,55,71,77,74,74,85,97,89,66,77,89,78,50,77,52,77,52,77,52,77,52,77,51,87,57""","""83,55,71,77,74,74,85,97,89,66,77,89,78,50,77,52,77,52,77,52,77,52""","""65,90,67,80,69,89,77,92,83,70,72,87,75,80,70,77,65,80,68,78,67,89""","""weight loss/kg,healthy food""","""65,90,50,100""","""65,90,50,100""","""maintain weight/kg,live healthy""","""""","""2024-10-02 18:09:22""",669d35c3e44e342da0923849,"""2024-10-02 18:19:18""","""minimize,maximize""",0,"""""","""3""","""2024-10-02 17:55:45""","""2""",1,3,"""2024-10-02 17:49:38"""
826,"""""","""""","""""","""""","""""","""""","""""","""""","""""",666463d65164d2df4cb4ca58,"""""","""""",1,"""""","""""","""2024-10-02 17:12:36""","""1""",2,0,"""2024-10-02 17:35:07"""
827,"""1800,3.5,2000,2.5,1700,4,3000,4.5,1250,2.5,5000,5,2000,3,2000,2,4500,4.5,1200,2""","""1800,3.5,2000,2.5,1700,4,3000,4.5,1250,2.5,5000,5,2000,3,2000,2,4500,4.5,1200,2""","""1500,4.5,1800,3.5,2000,5,2000,5,1200,2,1500,5,2000,4,1200,1.5,1800,4,1200,1.5""","""Caloric Intake/kcal,Physical Activity Level/MET""","""1200,5000,1.5,5""","""1200,2000,1.5,5""","""Total Caloric Intake/kcal,Physical Activity Level/MET""","""""","""2024-10-02 17:32:44""",6088a7e22d5b98ef3f813a22,"""2024-10-02 17:40:04""","""minimize,maximize""",1,"""""","""5""","""2024-10-02 17:25:24""","""2""",1,3,"""2024-10-02 17:24:42"""
828,"""7,4,9,7,8,5,5,8,6,6,8,7,7,7,9,5,8,4,10,5,6,7,5,6,7,5,5,5,5,5,10,4,9,4,8,8,5,7,6,5,7,6,10,8,9,6,8,6,5,7,9,6,6,8,5,4,10,7,5,7""","""7,4,9,7,8,5,5,8,6,6,8,7,10,5,5,5,8,6,10,7""","""5,8,7,8,2,4,2,4,2,4,2,4,2,4,2,4,3,4,4,5""","""NEAT/2,CHET/2""","""5,10,4,8""","""2,7,4,9""","""CARROT /3,MEAT/4""","""""","""2024-10-02 17:21:14""",66376ada52c39f524ab6f827,"""2024-10-02 17:31:42""","""minimize,minimize""",0,"""""","""2""","""2024-10-02 17:17:44""","""2""",2,3,"""2024-10-02 17:15:47"""
829,"""""","""""","""""","""""","""""","""""","""""","""""","""""",665f239f78bd39782ef04172,"""""","""""",0,"""""","""""","""2024-10-02 17:41:15""","""1""",1,0,"""2024-10-02 17:56:13"""
830,"""""","""""","""""","""""","""""","""""","""""","""""","""""",667d3acf6f1d43180931cd35,"""""","""""",1,"""""","""""","""2024-10-02 17:14:14""","""1""",2,0,"""2024-10-02 17:21:37"""
831,"""2200,9,2800,6,2400,4,2700,8,2200,7,3000,8,2000,8,2700,3,2500,8,2120,6""","""2200,9,2800,6,2400,4,2700,8,2200,7,3000,8,2000,8,2700,3,2500,8,2120,6""","""68,8,85,6,80,5,75,7,82,9,90,6,60,6,85,2,70,7,65,8""","""Calorie Intake/cal,Micronutrients""","""2000,3000,1,10""","""60,120,1,10""","""Weight/kg,Healthy""","""""","""2024-10-02 18:08:10""",66c3ee0c060ef644fe8cc051,"""2024-10-02 18:22:06""","""minimize,maximize""",1,"""""","""4""","""2024-10-02 17:32:15""","""1""",1,3,"""2024-10-02 17:52:40"""
832,"""""","""""","""""","""""","""""","""""","""""","""""","""""",667abff30a4bfe675c592b14,"""""","""""",0,"""""","""""","""2024-10-02 17:16:11""","""1""",2,3,"""2024-10-02 17:32:38"""
833,"""758,39,500,18,196,48,563,29,727,43,17,24,1000,36,872,16,521,15,954,17,971,11,1,50,96,28,33,41,304,15,50,42,1000,37""","""758,39,500,18,196,48,563,29,727,43,17,24,971,11,96,28,304,15,50,42""","""5,50,2,20,100,50,10,20,30,35,20,35,10,20,25,50,30,35,55,25""","""food cost/rands,food duribilty/years""","""1,1000,10,50""","""1,1000,10,50""","""food cost/rands,food duriblity/years""","""""","""2024-10-02 17:31:38""",669a7f684b1751490ef642d9,"""2024-10-02 17:41:27""","""minimize,maximize""",0,"""""","""1""","""2024-10-02 17:15:51""","""1""",1,3,"""2024-10-02 17:21:05"""
834,"""""","""""","""""","""Caloric Intake,Calories burned/Kcal""","""1000,2000,500,1000""","""5,35,50,200,60,100""","""Weight lost/Lbs,Food costs/Dollars,Satisfaction""","""""","""2024-10-02 17:57:40""",6400e3697879c55c323f34d0,"""""","""maximize,minimize,maximize""",1,"""""","""""","""2024-10-02 17:37:40""","""2""",2,3,"""2024-10-02 17:37:47"""
835,"""""","""""","""""","""""","""""","""""","""""","""""","""""",664e2bcd8427c10022c3404b,"""""","""""",0,"""""","""""","""2024-10-02 17:16:28""","""1""",1,0,"""2024-10-02 17:29:50"""
836,"""""","""""","""""","""""","""""","""""","""""","""""","""""",667da6b83c73b101dbb3f463,"""""","""""",1,"""""","""""","""2024-10-02 17:17:33""","""1""",2,0,"""2024-10-02 17:32:18"""
837,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66c33cf5425d52a1afcc8263,"""""","""""",1,"""""","""""","""2024-10-02 17:17:24""","""1""",1,0,"""2024-10-02 17:24:26"""
838,"""297,35,459,23,412,49,340,10,368,43,376,16,299,14,376,14,308,15,356,10,308,10,262,21,327,10""","""297,35,459,23,412,49,340,10,368,43,376,16,376,14,308,15,356,10,262,21""","""5,0.5,7,0.5,8,0.7,5,0.7,7,0.6,7,0.7,8,0.7,5,0.6,7,0.8,9,0.6""","""amount of calories per meal/kcal,amount of protein per meal/g""","""250,500,10,50""","""5,10,0.5,1""","""cost per meal/eur,weight loss/kg""","""""","""2024-10-02 17:39:37""",5c59ceb27e554c0001257ff4,"""2024-10-02 17:45:13""","""minimize,maximize""",0,"""""","""3""","""2024-10-02 17:34:13""","""2""",2,3,"""2024-10-02 17:29:17"""
839,"""""","""""","""""","""""","""""","""""","""""","""""","""""",663d07e79756c9fe270a3948,"""""","""""",1,"""""","""""","""2024-10-02 17:18:43""","""1""",1,0,"""2024-10-02 17:39:19"""
840,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5d612ae16512d700159face7,"""""","""""",0,"""""","""""","""2024-10-02 17:19:56""","""1""",2,0,"""2024-10-02 17:26:52"""
841,"""1500,30,1600,25,1700,35,1200,40,1800,22,1400,45,1300,32,1500,20,1600,28,1400,25,1350,30""","""1500,30,1600,25,1700,35,1200,40,1800,22,1400,45,1300,32,1500,20,1600,28,1400,25,1350,30""","""2,8,1.5,7,1,9,3,6,0.5,7,2.5,8,3,7,3,6,1.8,8,2.2,7,3,9""","""Calorie intake/kcal,Fibre intake/g""","""1000,1800,20,45""","""0,5,5,10""","""Weight loss/kg,Nutritional balance/scale""","""""","""2024-10-02 18:12:54""",666af4d6bf41af7b36d832be,"""2024-10-02 18:27:31""","""minimize,maximize""",1,"""""","""2""","""2024-10-02 17:40:17""","""2""",1,3,"""2024-10-02 17:31:04"""
842,"""""","""""","""""","""""","""""","""""","""""","""""","""""",95054BBAD8F844C8840440AAD9CC2907,"""""","""""",0,"""""","""""","""""","""""",2,3,""""""
843,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5c36e40e299f82000103ce0a,"""""","""""",0,"""""","""""","""2024-10-02 17:20:15""","""1""",1,3,"""2024-10-02 17:25:59"""
844,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66cb91678c07b200d0a82dd1,"""""","""""",1,"""""","""""","""2024-10-02 17:25:59""","""1""",2,0,"""2024-10-02 17:33:52"""
845,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5e24fbd4e1f467771c234e5f,"""""","""""",0,"""""","""""","""2024-10-02 17:20:46""","""1""",1,3,""""""
846,"""7,5,1,2,3,7,5,3,6,8,4,4,4,8,2,8,7,2,7,2,5,2,2,8,4,8,8,2,4,8,4,8,1,8,2,7""","""7,5,1,2,3,7,5,3,6,8,4,4,4,8,7,2,5,2,2,8,8,2,4,8,4,8,1,8""","""1,2,3,1,8,2,2,2,4,3,3,1,7,2,1,2,1,1,8,2,1,2,5,3,6,3,9,1""","""Cheat meals,Healthy meals""","""1,8,1,8""","""1,10,1,3""","""Lose weight/kg,Gain muscle mass/kg""","""""","""2024-10-02 17:53:52""",603a293ee62ae15da2674441,"""2024-10-02 17:57:45""","""maximize,maximize""",1,"""""","""2""","""2024-10-02 17:49:47""","""2""",2,0,"""2024-10-02 17:46:43"""
847,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66952c9cddebc0090516c3bf,"""""","""""",0,"""""","""""","""2024-10-02 17:22:33""","""1""",1,0,"""2024-10-02 17:26:29"""
848,"""2000,5,3000,7,2500,0,2000,7,4000,7,0,0,2500,5,2500,3,3000,0,3000,4""","""2000,5,3000,7,2500,0,2000,7,4000,7,0,0,2500,5,2500,3,3000,0,3000,4""","""50,8,20,9,0,1,100,5,0,8,100,2,25,7,10,2,0,1,5,5""","""Calorie intake/kcal,Exercise/days per week""","""0,5000,0,7""","""0,100,1,10""","""Weight loss/lbs,Health improvement""","""""","""2024-10-02 17:34:41""",5d68c8aa40524c00189e8ac2,"""2024-10-02 17:41:15""","""maximize,maximize""",1,"""""","""1""","""2024-10-02 17:29:02""","""2""",2,3,"""2024-10-02 17:27:46"""
849,"""1079,56,2598,107,1619,25,136,76,489,9,1974,63,0,36,2615,17,1560,14,2862,20,2912,4,286,53,909,15,0,33,0,106,0,0,0,88,1509,11""","""1079,56,2598,107,1619,25,136,76,489,9,1974,63,909,15,0,33,0,106,0,0""","""1200,64,2700,80,1700,60,1000,60,1000,60,2000,60,1000,60,1000,60,1000,60,1000,60""","""Calorie intake /cal,Weight/KG""","""0,3000,0,120""","""1000,3000,60,80""","""Calorie intake per day /cal,Weight to be maintained for a male adult./kg""","""""","""2024-10-02 17:37:35""",669d0b18e3a1ae0b5f7571ef,"""2024-10-02 17:44:47""","""minimize,minimize""",0,"""""","""3""","""2024-10-02 17:30:12""","""2""",1,3,"""2024-10-02 17:30:19"""
850,"""1250,25,55,25,1300,27,60,27,1300,27,65,27,1350,30,65,30,1400,29,70,28,1450,30,70,30,1500,31,70,31,1550,32,70,30,1600,32,75,30,1650,32,77,32,1700,35,80,30,1750,35,85,30,1800,36,90,32,1200,25,50,25,1475,25,75,25,1575,26,80,26,1675,27,90,27,1775,30,100,30""","""1250,25,55,25,1300,27,60,27,1300,27,65,27,1350,30,65,30,1400,29,70,28,1450,30,70,30,1500,31,70,31,1550,32,70,30,1600,32,75,30,1650,32,77,32,1700,35,80,30,1750,35,85,30,1800,36,90,32,1200,25,50,25,1475,25,75,25,1575,26,80,26,1675,27,90,27,1775,30,100,30""","""20,5,21,6,22,7,23,7,24,7,25,7,25,8,25,8,25,8,26,8,25,9,26,9,25,10,21,5,23,7,25,8,26,9,28,10""","""calories to eat each day,total grams of fat per day,total grams of protein per day,total grams of fiber each day""","""1200,1800,25,40,50,100,25,35""","""20,30,5,10""","""To lose weight/pounds,To gain muscle mass/pounds""","""""","""2024-10-02 18:00:13""",652359572fd30ff57dfea7fb,"""2024-10-02 18:17:04""","""maximize,maximize""",1,"""""","""""","""2024-10-02 17:25:53""","""1""",2,3,"""2024-10-02 17:42:27"""
851,"""1575,4,142,1967,1,67,1848,3,163,1410,2,88,1479,3,83,1762,2,159,1897,4,109,1661,2,185,1422,3,122,1400,2,116,1475,2,67,1609,3,109,1400,4,138,1400,3,142,1400,3,97,1923,1,138,1977,4,56,1457,2,80,1403,4,173""","""1575,4,142,1967,1,67,1848,3,163,1410,2,88,1479,3,83,1762,2,159,1897,4,109,1661,2,185,1422,3,122,1400,2,116,1609,3,109,1400,4,138,1400,3,142,1457,2,80""","""2,30,0,20,1,35,2,20,2,24,1,30,0,38,1.5,35,3,30,2.5,25,1,32,3,38,3,40,2.5,34""","""Calories per day,Meal frequency per day,Protein consumed per day/g""","""1400,2000,1,4,50,200""","""0,7,15,50""","""Weight lost per week/lbs,Cost per week/gbp""","""""","""2024-10-02 18:02:30""",66a11be0e258f379c9ffb01f,"""2024-10-02 18:10:28""","""maximize,minimize""",0,"""""","""9""","""2024-10-02 17:43:17""","""2""",1,3,"""2024-10-02 17:40:10"""
852,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6686ad9919c7f64e18cb30df,"""""","""""",1,"""""","""""","""2024-10-02 17:25:10""","""1""",2,0,"""2024-10-02 17:32:01"""
853,"""8,2885,5,2,864,71,3,3315,28,6,2156,97,5,3783,51,4,1442,24,2,2518,81,6,1039,45,6,1764,5,6,1750,1,6,1737,1,2,2056,20,2,2044,17,8,2132,15,3,3067,40,8,1095,2,8,1505,18,3,950,96,8,2142,16,2,2504,84,7,880,76,2,2262,23,2,2243,20""","""8,2885,5,2,864,71,3,3315,28,6,2156,97,5,3783,51,4,1442,24,2,2518,81,6,1039,45,6,1764,5,6,1750,1,2,2056,20,2,2044,17,3,950,96,2,2262,23""","""1,7,0,9,3,8,0,5,1,3,2,2,0,2,0,8,8,6,2,3,5,8,6,7,7,8,5,8,7,6,4,8,5,4,7,5,8,1,8,3,8,3""","""Meal frequency/meals/day,Intake of calories/kcal/day,Intake of sugar/grams/day""","""1,8,500,4000,0,100""","""0,15,0,10,0,10""","""Weight loss/kg,Healthiness,Hunger""","""""","""2024-10-02 17:50:59""",5cdd7d9f83e768001952c3d6,"""2024-10-02 18:08:52""","""maximize,maximize,minimize""",0,"""""","""8""","""2024-10-02 17:35:50""","""2""",1,3,"""2024-10-02 17:32:44"""
854,"""""","""""","""""","""""","""""","""""","""""","""""","""""",669bc88f4b3fced0ed18837b,"""""","""""",1,"""""","""""","""2024-10-02 17:38:52""","""1""",2,0,"""2024-10-02 17:50:46"""
855,"""""","""""","""""","""""","""""","""""","""""","""""","""""",61687ebcd2a35ffb762d1928,"""""","""""",1,"""""","""""","""2024-10-02 17:40:14""","""1""",1,3,"""2024-10-02 17:50:42"""
856,"""""","""""","""""","""""","""""","""""","""""","""""","""""",63d5decffe6025fec6a381b0,"""""","""""",0,"""""","""""","""2024-10-02 17:28:17""","""1""",2,3,""""""
857,"""1500,30,50,1800,25,55,1600,35,45,2000,20,60,1400,40,40,1300,30,50,2200,25,45,1700,30,50,1900,35,40,1500,30,60,1600,20,50,1800,30,45,2000,25,55,1400,40,50""","""1500,30,50,1800,25,55,1600,35,45,2000,20,60,1400,40,40,1300,30,50,2200,25,45,1700,30,50,1900,35,40,1500,30,60,1600,20,50,1800,30,45,2000,25,55,1400,40,50""","""60,8,70,6,65,7,80,5,55,9,50,10,90,4,75,6,85,5,65,8,70,7,80,6,90,5,60,9""","""Calorie intake /kcal/day,Macronutrient distribution-protein /%,Macronutrient distribution-carbohydrates /%""","""1200,2500,20,40,30,60""","""50,150,4,12""","""cost of diet/AUD,dieting duration/Weeks""","""""","""2024-10-02 18:58:15""",66803d7fa9af397e0517fe47,"""2024-10-02 19:08:53""","""minimize,minimize""",1,"""""","""1""","""2024-10-02 18:26:02""","""2""",1,3,"""2024-10-02 18:32:21"""
858,"""99,33,295,21,136,66,145,5,102,24,243,29,64,57,193,13,53,29,115,8,118,45,265,26,144,44,172,0,84,61,222,19,75,22,156,24,140,52,206,10,115,46,249,18,102,26,299,8,137,27,217,2,145,28,104,24,60,42,140,25,100,25,269,13,136,25,252,15,148,59,116,22,117,46,248,19,150,44,220,0,105,48,300,25,60,29,123,23,150,41,171,9,53,53,131,23,82,20,100,21,66,20,208,21""","""99,33,295,21,136,66,145,5,102,24,243,29,64,57,193,13,53,29,115,8,118,45,265,26,144,44,172,0,84,61,222,19,75,22,156,24,140,52,206,10,148,59,116,22,117,46,248,19,150,44,220,0,105,48,300,25,60,29,123,23,150,41,171,9,53,53,131,23,82,20,100,21""","""7,170,128,8,9.5,180,132,8.5,9,165,125,9,8,145,118,8,9,140,115,9,9,138,112,9,9,132,108,9,8,155,122,8,7,148,120,8,9,140,115,9,8,145,118,8,9,142,116,9,9,138,112,9,8,152,125,8,6,160,130,7,9,140,115,9,7,155,128,8,8,145,120,8""","""Protein intake,Fat intake ,Carbohydrate ,Sugar ""","""50,150,20,70,100,300,0,30""","""0,10,100,200,90,140,5,10""","""weight loss,cholesterol,bood pressure,Energy level""","""""","""2024-10-02 18:35:52""",665b8b9ab596a3558adbc2bf,"""2024-10-02 19:15:58""","""minimize,minimize,minimize,maximize""",0,"""""","""8""","""2024-10-02 18:09:22""","""1""",2,3,"""2024-10-02 18:10:14"""
859,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5b07e80e9d397e0001919fba,"""""","""""",0,"""""","""""","""2024-10-02 17:31:46""","""1""",1,0,"""2024-10-02 17:40:17"""
860,"""4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8""","""4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8""","""300,10,300,10,300,10,300,10,300,10,500,12,300,10,300,10,300,10,300,10""","""Material Strength,Material density/kg""","""2,5,5,10""","""4,500,2,12""","""Material Cost/euro,Material durability/years""","""""","""2024-10-02 18:17:05""",66b62528d79895cc008e8e3b,"""2024-10-02 18:58:03""","""minimize,minimize""",1,"""""","""0""","""2024-10-02 18:06:01""","""2""",2,3,"""2024-10-02 17:45:05"""
861,"""80,1728,71,1567,75,1664,78,1632,76,1722,73,1583,73,1500,74,1500,81,1551,82,1509,71,1633,74,1539,74,1524,76,1535,76,1528,71,1581,75,1500,70,1800""","""80,1728,71,1567,75,1664,78,1632,76,1722,73,1583,73,1500,74,1539,71,1581,75,1500""","""79,1700,72,1580,74,1630,77,1650,75,1640,72,1570,71,1520,72,1530,72,1580,71,1510""","""Weight/Kg,Minimum (healthy) Caloric intake/Kcal/day""","""70,82,1500,1800""","""71,80,1501,1700""","""Minimize weight/Kg,Minimize the minimum caloric intake/Kcal/day""","""""","""2024-10-02 17:53:53""",611ed2c05be8517aa0d6076b,"""2024-10-02 18:01:00""","""minimize,minimize""",0,"""""","""""","""2024-10-02 17:31:32""","""1""",1,3,"""2024-10-02 17:38:42"""
862,"""10,5,4,2,3,2,7,4,12,5,15,7,2,3,6,4,15,1,14,8""","""10,5,4,2,3,2,7,4,12,5,15,7,2,3,6,4,15,1,14,8""","""20,10,10,5,10,3,15,11,15,8,20,15,10,5,12,7,20,10,25,12""","""Lean proteins ,meal frequency""","""1,20,1,30""","""10,50,1,40""","""Weight loss/kg,Dietary cost/Pounds""","""""","""2024-10-02 18:31:38""",66d8446e6191de197932d63d,"""2024-10-02 18:40:48""","""maximize,minimize""",1,"""""","""0""","""2024-10-02 18:00:00""","""1""",2,3,"""2024-10-02 18:08:12"""
863,"""""","""""","""""","""""","""""","""""","""""","""""","""""",663cd0ab9a13d177b358f8f1,"""""","""""",1,"""""","""""","""2024-10-02 17:33:19""","""1""",1,0,"""2024-10-02 17:40:19"""
864,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5ba89b1b4a16920001d4582b,"""""","""""",0,"""""","""""","""2024-10-02 17:33:12""","""1""",2,3,"""2024-10-02 17:39:06"""
